,0,1,2,deviation
652,0.9,0.5,1.3,0.9
653,0.9,0.5,1.5,1.1
654,0.9,0.5,1.7,1.2999999999999998
655,0.9,0.5,1.9,1.5
656,0.9,0.5,2.1,1.7000000000000002
657,0.9,0.5,2.3,1.9
658,0.9,0.5,2.5,2.1
659,0.9,0.5,2.7,2.3000000000000003
660,0.9,0.5,2.9,2.5
661,0.9,0.5,3.1,2.7
662,0.9,0.5,3.3,2.9
663,0.9,0.5,3.5,3.1
664,0.9,0.5,3.7,3.3000000000000003
665,0.9,0.5,3.9,3.5
666,0.9,0.7,0.5,0.9
667,0.9,0.7,0.7,0.7000000000000001
668,0.9,0.7,0.9,0.5
669,0.9,0.7,1.1,0.5000000000000001
670,0.9,0.7,1.3,0.7000000000000001
671,0.9,0.7,1.5,0.9
672,0.9,0.7,1.7,1.1
673,0.9,0.7,1.9,1.2999999999999998
674,0.9,0.7,2.1,1.5
675,0.9,0.7,2.3,1.6999999999999997
676,0.9,0.7,2.5,1.9
677,0.9,0.7,2.7,2.1
678,0.9,0.7,2.9,2.3
679,0.9,0.7,3.1,2.5
680,0.9,0.7,3.3,2.6999999999999997
681,0.9,0.7,3.5,2.9
682,0.9,0.7,3.7,3.1
683,0.9,0.7,3.9,3.3
684,0.9,0.9,0.5,0.7
685,0.9,0.9,0.7,0.5
686,0.9,0.9,0.9,0.29999999999999993
687,0.9,0.9,1.1,0.30000000000000004
688,0.9,0.9,1.3,0.5
689,0.9,0.9,1.5,0.7
690,0.9,0.9,1.7,0.8999999999999999
691,0.9,0.9,1.9,1.0999999999999999
692,0.9,0.9,2.1,1.3
693,0.9,0.9,2.3,1.4999999999999998
694,0.9,0.9,2.5,1.7
695,0.9,0.9,2.7,1.9000000000000001
696,0.9,0.9,2.9,2.0999999999999996
697,0.9,0.9,3.1,2.3
698,0.9,0.9,3.3,2.5
699,0.9,0.9,3.5,2.7
700,0.9,0.9,3.7,2.9000000000000004
701,0.9,0.9,3.9,3.0999999999999996
702,0.9,1.1,0.5,0.7000000000000001
703,0.9,1.1,0.7,0.5000000000000001
704,0.9,1.1,0.9,0.30000000000000004
705,0.9,1.1,1.1,0.30000000000000016
706,0.9,1.1,1.3,0.5000000000000001
707,0.9,1.1,1.5,0.7000000000000001
708,0.9,1.1,1.7,0.9
709,0.9,1.1,1.9,1.1
710,0.9,1.1,2.1,1.3000000000000003
711,0.9,1.1,2.3,1.5
712,0.9,1.1,2.5,1.7000000000000002
713,0.9,1.1,2.7,1.9000000000000004
714,0.9,1.1,2.9,2.1
715,0.9,1.1,3.1,2.3000000000000003
716,0.9,1.1,3.3,2.5
717,0.9,1.1,3.5,2.7
718,0.9,1.1,3.7,2.9000000000000004
719,0.9,1.1,3.9,3.1
