,Unnamed: 0,0,1,2,deviation,strategy_prediction
187,187,0.5,2.5,1.9,2.9,True
188,188,0.5,2.5,2.1,3.1,True
189,189,0.5,2.5,2.3,3.3,True
190,190,0.5,2.5,2.5,3.5,True
191,191,0.5,2.5,2.7,3.7,True
192,192,0.5,2.5,2.9,3.9,True
193,193,0.5,2.5,3.1,4.1,True
194,194,0.5,2.5,3.3,4.3,True
195,195,0.5,2.5,3.5,4.5,True
196,196,0.5,2.5,3.7,4.7,True
197,197,0.5,2.5,3.9,4.9,True
198,198,0.5,2.7,0.5,2.7,True
199,199,0.5,2.7,0.7,2.5,True
200,200,0.5,2.7,0.9,2.3000000000000003,True
201,201,0.5,2.7,1.1,2.3000000000000003,True
202,202,0.5,2.7,1.3,2.5,True
203,203,0.5,2.7,1.5,2.7,True
204,204,0.5,2.7,1.7,2.9000000000000004,True
205,205,0.5,2.7,1.9,3.1,True
206,206,0.5,2.7,2.1,3.3000000000000003,True
207,207,0.5,2.7,2.3,3.5,True
208,208,0.5,2.7,2.5,3.7,True
209,209,0.5,2.7,2.7,3.9,True
210,210,0.5,2.7,2.9,4.1,True
211,211,0.5,2.7,3.1,4.300000000000002,True
212,212,0.5,2.7,3.3,4.5,True
213,213,0.5,2.7,3.5,4.7,True
214,214,0.5,2.7,3.7,4.9,True
215,215,0.5,2.7,3.9,5.1,True
216,216,0.5,2.9,0.5,2.9,True
217,217,0.5,2.9,0.7,2.7,True
218,218,0.5,2.9,0.9,2.5,True
219,219,0.5,2.9,1.1,2.5,True
220,220,0.5,2.9,1.3,2.7,True
221,221,0.5,2.9,1.5,2.9,True
222,222,0.5,2.9,1.7,3.1,True
223,223,0.5,2.9,1.9,3.3,True
224,224,0.5,2.9,2.1,3.5,True
225,225,0.5,2.9,2.3,3.7,True
226,226,0.5,2.9,2.5,3.9,True
227,227,0.5,2.9,2.7,4.1,True
228,228,0.5,2.9,2.9,4.3,True
229,229,0.5,2.9,3.1,4.5,True
230,230,0.5,2.9,3.3,4.699999999999998,True
231,231,0.5,2.9,3.5,4.9,True
232,232,0.5,2.9,3.7,5.1,True
233,233,0.5,2.9,3.9,5.3,True
234,234,0.5,3.1,0.5,3.1,True
235,235,0.5,3.1,0.7,2.9000000000000004,True
236,236,0.5,3.1,0.9,2.7,True
237,237,0.5,3.1,1.1,2.7,True
238,238,0.5,3.1,1.3,2.9000000000000004,True
239,239,0.5,3.1,1.5,3.1,True
240,240,0.5,3.1,1.7,3.3,True
241,241,0.5,3.1,1.9,3.5,True
242,242,0.5,3.1,2.1,3.7,True
243,243,0.5,3.1,2.3,3.9,True
244,244,0.5,3.1,2.5,4.1,True
245,245,0.5,3.1,2.7,4.300000000000002,True
246,246,0.5,3.1,2.9,4.5,True
247,247,0.5,3.1,3.1,4.7,True
248,248,0.5,3.1,3.3,4.9,True
249,249,0.5,3.1,3.5,5.1,True
250,250,0.5,3.1,3.7,5.300000000000002,True
251,251,0.5,3.1,3.9,5.5,True
252,252,0.5,3.3,0.5,3.3,True
253,253,0.5,3.3,0.7,3.1,True
254,254,0.5,3.3,0.9,2.9,True
255,255,0.5,3.3,1.1,2.9,True
256,256,0.5,3.3,1.3,3.1,True
257,257,0.5,3.3,1.5,3.3,True
258,258,0.5,3.3,1.7,3.5,True
259,259,0.5,3.3,1.9,3.7,True
260,260,0.5,3.3,2.1,3.9,True
261,261,0.5,3.3,2.3,4.1,True
262,262,0.5,3.3,2.5,4.3,True
263,263,0.5,3.3,2.7,4.5,True
264,264,0.5,3.3,2.9,4.699999999999998,True
265,265,0.5,3.3,3.1,4.9,True
266,266,0.5,3.3,3.3,5.1,True
267,267,0.5,3.3,3.5,5.3,True
268,268,0.5,3.3,3.7,5.5,True
269,269,0.5,3.3,3.9,5.699999999999998,True
270,270,0.5,3.5,0.5,3.5,True
271,271,0.5,3.5,0.7,3.3,True
272,272,0.5,3.5,0.9,3.1,True
273,273,0.5,3.5,1.1,3.1,True
274,274,0.5,3.5,1.3,3.3,True
275,275,0.5,3.5,1.5,3.5,True
276,276,0.5,3.5,1.7,3.7,True
277,277,0.5,3.5,1.9,3.9,True
278,278,0.5,3.5,2.1,4.1,True
279,279,0.5,3.5,2.3,4.3,True
280,280,0.5,3.5,2.5,4.5,True
281,281,0.5,3.5,2.7,4.7,True
282,282,0.5,3.5,2.9,4.9,True
283,283,0.5,3.5,3.1,5.1,True
284,284,0.5,3.5,3.3,5.3,True
285,285,0.5,3.5,3.5,5.5,True
286,286,0.5,3.5,3.7,5.7,True
287,287,0.5,3.5,3.9,5.9,True
288,288,0.5,3.7,0.5,3.7,True
289,289,0.5,3.7,0.7,3.5,True
290,290,0.5,3.7,0.9,3.3000000000000003,True
291,291,0.5,3.7,1.1,3.3000000000000003,True
292,292,0.5,3.7,1.3,3.5,True
293,293,0.5,3.7,1.5,3.7,True
294,294,0.5,3.7,1.7,3.9,True
